pain,-2
pained,-2
panic,-3
panicked,-3
panics,-3
paradise,3
paradox,-1
pardon,2
pardoned,2
pardoning,2
pardons,2
parley,-1
passionate,2
passive,-1
passively,-1
pathetic,-2
pay,-1
peace,2
peaceful,2
peacefully,2
penalty,-2
pensive,-1
perfect,3
perfected,2
perfectly,3
perfects,2
peril,-2
perjury,-3
perpetrator,-2
perpetrators,-2
perplexed,-2
persecute,-2
persecuted,-2
persecutes,-2
persecuting,-2
perturbed,-2
pesky,-2
pessimism,-2
pessimistic,-2
petrified,-2
phobic,-2
picturesque,2
pileup,-1
pique,-2
piqued,-2
piss,-4
pissed,-4
pissing,-3
piteous,-2
pitied,-1
pity,-2
playful,2
pleasant,3
please,1
pleased,3
pleasure,3
poised,-2
poison,-2
poisoned,-2
poisons,-2
pollute,-2
polluted,-2
polluter,-2
polluters,-2
pollutes,-2
poor,-2
poorer,-2
poorest,-2
popular,3
positive,2
positively,2
possessive,-2
postpone,-1
postponed,-1
postpones,-1
postponing,-1
poverty,-1
powerful,2
powerless,-2
praise,3
praised,3
praises,3
praising,3
pray,1
praying,1
prays,1
prblm,-2
prblms,-2
prepared,1
pressure,-1
pressured,-2
pretend,-1
pretending,-1
pretends,-1
pretty,1
prevent,-1
prevented,-1
preventing,-1
prevents,-1
prick,-5
prison,-2
prisoner,-2
prisoners,-2
privileged,2
proactive,2
problem,-2
problems,-2
profiteer,-2
progress,2
prominent,2
promise,1
promised,1
promises,1
promote,1
promoted,1
promotes,1
promoting,1
propaganda,-2
prosecute,-1
prosecuted,-2
prosecutes,-1
prosecution,-1
prospect,1
prospects,1
prosperous,3
protect,1
protected,1
protects,1
protest,-2
protesters,-2
protesting,-2
protests,-2
proud,2
proudly,2
provoke,-1
provoked,-1
provokes,-1
provoking,-1
pseudoscience,-3
punish,-2
punished,-2
punishes,-2
punitive,-2
pushy,-1
puzzled,-2
