vague,-2
validate,1
validated,1
validates,1
validating,1
verdict,-1
verdicts,-1
vested,1
vexation,-2
vexing,-2
vibrant,3
vicious,-2
victim,-3
victimize,-3
victimized,-3
victimizes,-3
victimizing,-3
victims,-3
vigilant,3
vile,-3
vindicate,2
vindicated,2
vindicates,2
vindicating,2
violate,-2
violated,-2
violates,-2
violating,-2
violence,-3
violent,-3
virtuous,2
virulent,-2
vision,1
visionary,3
visioning,1
visions,1
vitality,3
vitamin,1
vitriolic,-3
vivacious,3
vociferous,-1
vulnerability,-2
vulnerable,-2
